"Date.and.time","Stock.number.","Date.of.Birth","Fish.name","Genotype","Responsible","Number.of.fish","Action"
"11-Jul-2024 06.45","28355","26-Mar-2024","ndnf-T2A-mcherry-P2A-NTR-L2B","+/-,-/-","MHM/RM",40," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- E4_F10 TO E4_E9"
"15-Jul-2024 04.25","29063","12-Jul-2024","olig2:GFP +/+","GFP/GFP","MHM/RM",40," ADDED STOCK IN THE Johnson Nursery"
"15-Jul-2024 04.25","26477","18-Jul-2023","stl655 Tg(ctgfa:GFP-L9)","GFP/+","RM/MHM",40,"EUTHANIZED THE ADULT STOCK"
"15-Jul-2024 04.26","25696","14-Apr-2023","GFAP:GFP +/-","Enter genotype","MHM/RM",30,"EUTHANIZED THE ADULT STOCK"
"15-Jul-2024 04.26","26694","16-Aug-2023","prkdc-/-;il2rga-/-;WT","-/-","MHM/RM",40,"EUTHANIZED THE ADULT STOCK"
"15-Jul-2024 04.27","28767","29-May-2024","pd96:ctgfa:GFP L9","GFP/+","MHM/RM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-1_C3 IN Johnson Room"
"15-Jul-2024 04.28","28768","29-May-2024","GFPAP:GFP","GFP/+","MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-1_E3 IN Johnson Room"
"18-Jul-2024 03.55","27133","23-Oct-2023","gnao1a/gnao1b crispant F0","F0","MHM/RM",38," TRANSFERRED STOCK FROM Streisinger Fish Room TANK LOCATION- D4_C7 TO D4_A15"
"18-Jul-2024 03.57","28822","06-Jun-2024","scn4ab-T2A-mcherry-P2A-NTR-L1","+/+ or +/-","MHM/RM",40," ADDED STOCK IN THE Streisinger Fish Room"
"18-Jul-2024 03.59","28822","06-Jun-2024","scn4ab-T2A-mcherry-P2A-NTR-L1","+/+ or +/-","MHM/RM",40," ADDED STOCK IN THE Streisinger Fish Room"
"18-Jul-2024 04.00","28822","06-Jun-2024","scn4ab-T2A-mcherry-P2A-NTR_L1","+/+ or +/-","MHM/RM",40," ADDED STOCK IN THE Streisinger Fish Room"
"23-Jul-2024 17.30","25593","4-Apr-2023","huc:GFP +/-","Enter genotype","MHM/RM",30,"EUTHANIZED THE ADULT STOCK"
"23-Jul-2024 17.31","25698","12-Apr-2023","isl1:GFP+/+","Enter genotype","MHM/RM",30,"EUTHANIZED THE ADULT STOCK"
"23-Jul-2024 17.32","28851","11-Jun-2024","isl1:GFP +/-","GFP/+","MHM/RM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-1_F1 IN Johnson Room"
"23-Jul-2024 17.32","28852","11-Jun-2024","huc:GFP +/-","GFP/+","MHM/RM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-1_E5 IN Johnson Room"
"23-Jul-2024 17.36","29106","17-Jul-2024","Tg(Nkx2.2:eGFP) +/-","GFP/+","MHM/RM",40," ADDED STOCK IN THE Johnson Nursery"
"23-Jul-2024 17.38","29107","17-Jul-2024","stab1 +/- x AB","Enter genotype","MHM/RM",40," ADDED STOCK IN THE Walker Nursery"
"23-Jul-2024 18.47","26695","16-Aug-2023","huc-mcherry-NTR-L1","RFP/+","MHM/RM",40,"EUTHANIZED THE ADULT STOCK"
"23-Jul-2024 18.47","27101","04-Oct-2023","slc1a3b:myrGFP-P2A-H2A-mCherry     ","GFP/+;RFP/+","MHM/RM",40,"EUTHANIZED THE ADULT STOCK"
"23-Jul-2024 18.48","28806","06-Jun-2024","huc-mcherry-NTR-L1","GFP/+","MHM/RM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-1_E7 IN Johnson Room"
"23-Jul-2024 18.48","28807","06-Jun-2024","slc1a3b:myrGFP-P2A-H2A-mCherry     ","GFP/+;RFP/+","MHM/RM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-1_D1 IN Johnson Room"
"23-Jul-2024 18.50","29107","17-Jul-2024","stab1 +/- x AB","Enter genotype","MHM/RM",40,"EUTHANIZED THE NURSERY STOCK"
"23-Jul-2024 18.51","29107","17-Jul-2024","stab1 +/- outcross","+/- or -/-","MHM/RM",40," ADDED STOCK IN THE Johnson Nursery"
"23-Jul-2024 22.26","23864","21-Jul-2022","mpeg:CreERT2-L8; nRSG (Cre+)","nR/+; Cre/+","DNK",15,"EUTHANIZED THE ADULT STOCK"
"23-Jul-2024 22.26","27803","16-Jan-2024","Tg(mpeg1.1:CreERT2-L8); nRSG","Cre+","DNK/MHM",10," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_A6 TO J4-2_A2"
"23-Jul-2024 22.27","23597","14-Jun-2022","mpeg:YFP; tcima/b het","YFP/+; a/+; b/+","DNK",15,"EUTHANIZED THE ADULT STOCK"
"23-Jul-2024 22.28","26942","13-Sep-2023","Tg(mpeg1.1:YFP);Tg(mfap4:tdTomato-CAAX)","YFP/+;tdTom/+","DNK/MHM",15," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_A8 TO J4-2_A3"
"23-Jul-2024 22.28","23867","21-Jul-2022","mpeg:YFP; mfap4:tdTomato; tcima/b het","YFP/+; tdTom/+; a/+; b/+","DNK",15,"EUTHANIZED THE ADULT STOCK"
"23-Jul-2024 22.29","24770","6-Dec-2022","Tg(lck:NLS-mCherry;cmlc2:EGFP)","GFP/+","DNK",30," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_A9 TO J4-2_A4"
"23-Jul-2024 22.29","23268","12-Apr-2022","lyz:EGFP; tcima/b het","GFP/+; a/+; b/+","DNK",15,"EUTHANIZED THE ADULT STOCK"
"23-Jul-2024 22.30","25761","17-Apr-2023","Tg(mpeg1.1:YFP); zfp36l1a/b het outx AB","YFP/+; a/+; b/+","DNK",30," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_A7 TO J4-2_A5"
"23-Jul-2024 22.30","26750","22-Aug-2023","tcima-EGFP F0 #5 outx Tu","JF/+","DNK/MHM",4," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_A15 TO J4-2_A6"
"23-Jul-2024 22.31","28691","07-May-2024","Tg(hsp70: hSPP1-2A-EGFP)-L3","??","DNK/MHM",3," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_A14 TO J4-2_A15"
"23-Jul-2024 22.32","28690","07-May-2024","Tg(hsp70: hSPP1-2A-EGFP)-L2","??","DNK/MHM",6," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_A13 TO J4-2_A14"
"23-Jul-2024 22.32","28689","07-May-2024","Tg(hsp70: hSPP1-2A-EGFP)-L1","??","DNK/MHM",1," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_A12 TO J4-2_A13"
"23-Jul-2024 22.34","28670","06-May-2024","pCS2-mpeg1.1:mem-2xCitrine injected","GFP-+ or GFP-","DNK/MHM",28," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_B1 TO J4-2_B4"
"23-Jul-2024 22.35","28689","07-May-2024","Tg(hsp70: hSPP1-2A-EGFP)-L1","??","DNK/MHM",1," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_A13 TO J4-2_B1"
"23-Jul-2024 22.36","28061","27-Feb-2024","Tg(mpeg1.1:tdTomato) inx injected with pCS2-mpeg1.1: tcima-EGFP","tdTom+/?","DNK/MHM",20," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_B13 TO J4-2_A13"
"23-Jul-2024 22.37","28157","05-Mar-2024","pCS2-hsp70:EGFP-tcima injected","GFP-","DNK/MHM",60," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_B12 TO J4-2_B9"
"23-Jul-2024 22.38","28159","05-Mar-2024","pCS2-hsp70:EGFP-2A-3xFlag-tcima injected","GFP-","DNK/MHM",36," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_B15 TO J4-2_B12"
"23-Jul-2024 22.39","28667","06-May-2024","pCS2-mpeg1.1:myr-EGFP injected","GFP-","DNK/MHM",25," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_B2 TO J4-2_A10"
"23-Jul-2024 22.39","28690","07-May-2024","Tg(hsp70: hSPP1-2A-EGFP)-L2","??","DNK/MHM",6," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_A14 TO J4-2_B2"
"23-Jul-2024 22.40","28061","27-Feb-2024","Tg(mpeg1.1:tdTomato) inx injected with pCS2-mpeg1.1: tcima-EGFP","tdTom+/?","DNK/MHM",1," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_B6 TO J4-2_A14"
"23-Jul-2024 22.41","28668","06-May-2024","pCS2-mpeg1.1:mem-1xCitrine injected","GFP+","DNK/MHM",50," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_B3 TO J4-2_B6"
"23-Jul-2024 22.41","28691","07-May-2024","Tg(hsp70: hSPP1-2A-EGFP)-L3","??","DNK/MHM",3," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_A15 TO J4-2_B3"
"23-Jul-2024 22.42","28063","27-Feb-2024","Tg(mpeg1.1:tdTomato) inx injected with pCS2-hsp70: hSPP1-2A-EGFP","tdTom?","DNK/MHM",1," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_B8 TO J4-2_A15"
"23-Jul-2024 22.42","28065","27-Feb-2024","Tg(mpeg1.1:tdTomato) inx injected with pCS2-hsp70: zspp1-2A-EGFP","tdTom?","DNK/MHM",20," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_B11 TO J4-2_B8"
"23-Jul-2024 22.42","27987","16-Feb-2024","Tg(mpeg1.1:tdTomato) injected with pCS2-mpeg1.1: tcima-EGFP","tdTom/+","DNK/MHM",1," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_B14 TO J4-2_B11"
"23-Jul-2024 22.45","28061","27-Feb-2024","Tg(mpeg1.1:tdTomato) inx injected with pCS2-mpeg1.1: tcima-EGFP","tdTom+/?","DNK/MHM",1," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_B5 TO J4-2_A11"
"23-Jul-2024 22.46","28667","06-May-2024","pCS2-mpeg1.1:myr-EGFP injected","GFP-","DNK/MHM",25," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_A10 TO J4-2_B5"
"23-Jul-2024 22.46","28061","27-Feb-2024","Tg(mpeg1.1:tdTomato) inx injected with pCS2-mpeg1.1: tcima-EGFP","tdTom+/?","DNK/MHM",1," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_B7 TO J4-2_A10"
"23-Jul-2024 22.47","28291","19-Mar-2024","pCS2-hsp70:zspp1-2A-EGFP injected","GFP+","DNK/MHM",10," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_B10 TO J4-2_B7"
"23-Jul-2024 22.48","28061","27-Feb-2024","Tg(mpeg1.1:tdTomato) inx injected with pCS2-mpeg1.1: tcima-EGFP","tdTom+/?","DNK/MHM",1,"EUTHANIZED THE ADULT STOCK"
"23-Jul-2024 22.49","28061","27-Feb-2024","Tg(mpeg1.1:tdTomato) inx injected with pCS2-mpeg1.1: tcima-EGFP","tdTom+/?","DNK/MHM",20," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_A13 TO J4-2_B10"
"23-Jul-2024 22.49","28061","27-Feb-2024","Tg(mpeg1.1:tdTomato) inx injected with pCS2-mpeg1.1: tcima-EGFP","tdTom+/?","DNK/MHM",1," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_A11 TO J4-2_A13"
"23-Jul-2024 22.52","27872","31-Jan-2024","Sox2-2a-sfGFP","GFP/+","MHM/RM",40," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-3_F5 TO J4-2_C3"
"23-Jul-2024 22.53","28791","04-Jun-2024","Tg(mpeg1.1:tdTomato); Tg(gfap:EGFP)","GFP-/+, tdTom/+","DNK/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-2_C4 IN Johnson Room"
"23-Jul-2024 22.53","28791","04-Jun-2024","Tg(mpeg1.1:tdTomato); Tg(gfap:EGFP)","GFP-/+, tdTom/+","DNK/MHM",6," TRANSFERRED STOCK FROM Johnson Nursery TO J4-2_C5 IN Johnson Room"
"23-Jul-2024 22.58","27040","26-Sep-2023","Tg(actb2:membrane-Citrine) ","Citrine/+","DNK/MHM",40,"EUTHANIZED THE ADULT STOCK"
"23-Jul-2024 23.00","27043","26-Sep-2023","Tg(mpeg1.1:NTR); tcima/b mutant","NTR+; a/a; b/b","DNK/MHM",40," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_C8 TO J4-2_C9"
"23-Jul-2024 23.00","26879","06-Sep-2023","Tg(mpeg:NTR-IRES-EGFP)","NTR/+","DNK/MHM",10," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_C6 TO J4-2_C8"
"23-Jul-2024 23.01","27043","26-Sep-2023","Tg(mpeg1.1:NTR); tcima/b mutant","NTR+; a/a; b/b","DNK/MHM",40,"EUTHANIZED THE ADULT STOCK"
"23-Jul-2024 23.02","28793","04-Jun-2024","Tg(actb2:membrane-Citrine) ","Citrine/+","DNK/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-2_D7 IN Johnson Room"
"23-Jul-2024 23.03","28748","21-May-2024","Tg(mpeg1.1:tdTomato)","tdTom+/?","DNK/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-2_D8 IN Johnson Room"
"23-Jul-2024 23.03","28687","07-May-2024","Tg(ptprc:DsRed);tcima/b het","a/+; b/+; YFP/+","DNK/MHM",25," TRANSFERRED STOCK FROM Johnson Nursery TO J4-2_D9 IN Johnson Room"
"23-Jul-2024 23.04","28669","06-May-2024","pCS2-mpeg1.1:mem-1xCitrine injected","GFP-","DNK/MHM",20,"EUTHANIZED THE ADULT STOCK"
"23-Jul-2024 23.18","26036","16-May-2023","zfp36l1a-/+;zfp36l1b-/- outx AB","a/+;b/+","DNK",30," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_G1 TO J4-2_D10"
"23-Jul-2024 23.19","25493","20-Mar-2023","Tg(hsp70:TCIM-2A-EGFP-L3) Tg+","GFP/+","DNK",30,"EUTHANIZED THE ADULT STOCK"
"23-Jul-2024 23.20","25495","20-Mar-2023","Tg(actb2:membrane-Citrine)","Citrine/+","DNK",30," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_E4 TO J4-2_E5"
"23-Jul-2024 23.21","28792","04-Jun-2024","Tg(hsp70:TCIM-2A-EGFP-L3) Tg+","GFP/+","DNK/MHM",34," TRANSFERRED STOCK FROM Johnson Nursery TO J4-2_E4 IN Johnson Room"
"23-Jul-2024 23.23","27718","03-Jan-2024","bach1a-del dgRNP injected","F0/F0","DNK/MHM",52,"EUTHANIZED THE ADULT STOCK"
"23-Jul-2024 23.23","27719","03-Jan-2024","bach1b-del dgRNP injected","F0/F0","DNK/MHM",75,"EUTHANIZED THE ADULT STOCK"
"23-Jul-2024 23.24","28749","21-May-2024","Tg(rag2:eGFP) inx","eGFP/?","DNK/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-2_G1 IN Johnson Room"
"23-Jul-2024 23.25","28750","21-May-2024","Tg(lck:lck-eGFP) inx","GFP?","DNK/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-2_G2 IN Johnson Room"
"23-Jul-2024 23.25","28844","10-Jun-2024","Tg(lck:lck-eGFP) outx tcima/b mutant","GFP?, a/+, b/+","DNK/MHM",80," TRANSFERRED STOCK FROM Johnson Nursery TO J4-2_G3 IN Johnson Room"
"23-Jul-2024 23.26","28844","10-Jun-2024","Tg(lck:lck-eGFP) outx tcima/b mutant","GFP?, a/+, b/+","DNK/MHM",40," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-2_G3 TO J4-2_G4"
"23-Jul-2024 23.26","28845","10-Jun-2024","tcima/b het outx tcima/b mutant","Enter genotype","DNK/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-2_G5 IN Johnson Room"
"23-Jul-2024 23.27","28845","10-Jun-2024","tcima/b het outx tcima/b mutant","Enter genotype","DNK/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-2_G6 IN Johnson Room"
"25-Jul-2024 20.51","29133","25-Jul-2024","huC:GCamp6s;mitfa","GFP/+","MHM/RM",40," ADDED STOCK IN THE Johnson Nursery"
"25-Jul-2024 20.52","27192","20-Oct-2023","ubi:nRSG +/+","RFP/RFP","MHM/RM",40," TRANSFERRED STOCK FROM Johnson Fish Room TANK LOCATION- J4-1_G7 TO J4-1_B15"
"25-Jul-2024 20.54","28876","14-Jun-2024","ubi:nRSG +/+","RFP/RFP","MHM/RM",40," TRANSFERRED STOCK FROM Johnson Nursery TO J4-1_E9 IN Johnson Room"
"25-Jul-2024 20.57","29140","23-Jul-2024","Uninjected transplant fish (NTR+)","NTR/+","DNK/MHM",40," ADDED STOCK IN THE Johnson Nursery"
"25-Jul-2024 20.58","29141","23-Jul-2024","Uninjected transplant fish (Citrine+)","Citrine/+","DNK/MHM",40," ADDED STOCK IN THE Johnson Nursery"
"25-Jul-2024 20.58","28857","12-Jun-2024","ndnf-T2A-NTR-P2A-mcherry KI Line 2","PCR/+","MHM/RM",40," TRANSFERRED STOCK FROM Walker Nursery TO E4_F7 IN Streisinger Room"
"25-Jul-2024 20.59","29142","23-Jul-2024","Tg(hsp70:zspp1-2A-EGFP-L1)","GFP/+","DNK/MHM",4," ADDED STOCK IN THE Johnson Nursery"
"28-Jul-2024 23.29","29162","26-Jul-2024","syt11b-NTR2.0-mcherry","RFP/+ or +/+","VMS/MHM",111," ADDED STOCK IN THE Walker Nursery"
"30-Jul-2024 01.38","29181","25-Jul-2024","Tg(-4.3syt11b:eGFP)-Line1","GFP/+","VMS/MHM",40," ADDED STOCK IN THE Johnson Nursery"
"30-Jul-2024 01.39","29182","25-Jul-2024","Tg(-4.3syt11b:eGFP)-Line2 (GFP/+)","GFP/+","VMS/MHM",40," ADDED STOCK IN THE Johnson Nursery"
"01-Aug-2024 20.05","29197","30-Jul-2024","Tg(hsp70: zspp1-2A-EGFP-L2) F1","GFP/+","DNK/MHM",17," ADDED STOCK IN THE Johnson Nursery"
"01-Aug-2024 20.07","29198","30-Jul-2024","Tg(hsp70:hSPP1-2A-EGFP-L1) Tg+","GFP/+","DNK/MHM",40," ADDED STOCK IN THE Johnson Nursery"
"01-Aug-2024 20.08","29199","30-Jul-2024","Tg(hsp70: hSPP1-2A-EGFP-L1) Tg-","+/+","DNK/MHM",40," ADDED STOCK IN THE Johnson Nursery"
"01-Aug-2024 20.10","29200","30-Jul-2024","Tg(hsp70: hSPP1-2A-EGFP-L2","GFP/+","DNK/MHM",40," ADDED STOCK IN THE Johnson Nursery"
"01-Aug-2024 20.11","29201","30-Jul-2024","Tg(hsp70: hSPP1-2A-EGFP-L2) Tg-","+/+","DNK/MHM",40," ADDED STOCK IN THE Johnson Nursery"
"01-Aug-2024 20.13","29202","30-Jul-2024","Tg(hsp70: hSPP1-2A-EGFP-L3) Tg+","GFP/+","DNK/MHM",40," ADDED STOCK IN THE Johnson Nursery"
"01-Aug-2024 20.14","29203","30-Jul-2024","Tg(hsp70: hSPP1-2A-EGFP-L3) Tg-","+/+","DNK/MHM",40," ADDED STOCK IN THE Johnson Nursery"
"05-Aug-2024 23.01","28035","23-Feb-2024","vamp4_vms1_84","+/+ or +/- or -/-","VMS/MHM",24,"EUTHANIZED THE STOCK "
"05-Aug-2024 23.01","28035","23-Feb-2024","vamp4_vms1_84","+/+ or +/- or -/-","VMS/MHM",24,"EUTHANIZED THE STOCK "
"05-Aug-2024 23.01","28037","23-Feb-2024","syt11b_vms1_80","wildtype","VMS/MHM",40,"EUTHANIZED THE STOCK "
"05-Aug-2024 23.01","28037","23-Feb-2024","syt11b_vms1_80","mutants","VMS/MHM",40,"EUTHANIZED THE STOCK "
"05-Aug-2024 23.01","28038","23-Feb-2024","fhdc5_vms2_44 ","+/+ or +/- or -/-","VMS/MHM",40,"EUTHANIZED THE STOCK "
"05-Aug-2024 23.01","28038","23-Feb-2024","fhdc5_vms2_44 ","+/+ or +/- or -/-","VMS/MHM",40,"EUTHANIZED THE STOCK "
"05-Aug-2024 23.01","28036","23-Feb-2024","chrnb2_vms2_75","+/+ or +/- or -/-","VMS/MHM",40,"EUTHANIZED THE STOCK "
"05-Aug-2024 23.01","28036","23-Feb-2024","chrnb2_vms2_75","+/+ or +/- or -/-","VMS/MHM",40,"EUTHANIZED THE STOCK "
"05-Aug-2024 23.01","27762","8-Jan-2024","syt11b-2a-eGFP KnockinF0","F0/F0","VMS/MHM",43,"EUTHANIZED THE STOCK "
"05-Aug-2024 23.01","28039","23-Feb-2024","syt11a_vms1_51 ; syt11b_vms_75","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",15,"EUTHANIZED THE STOCK "
"05-Aug-2024 23.01","28039","23-Feb-2024","syt11a_vms1_51 ; syt11b_vms_75","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",15,"EUTHANIZED THE STOCK "
"05-Aug-2024 23.01","28039","23-Feb-2024","syt11a_vms1_51 ; syt11b_vms_75","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",15,"EUTHANIZED THE STOCK "
"05-Aug-2024 23.01","28039","23-Feb-2024","syt11a_vms1_51 ; syt11b_vms_75","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",15,"EUTHANIZED THE STOCK "
"05-Aug-2024 23.01","28039","23-Feb-2024","syt11a_vms1_51 ; syt11b_vms_75","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",15,"EUTHANIZED THE STOCK "
"05-Aug-2024 23.02","28882","13-Jun-2024","syt11a_51; syt11b_80","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_C1 IN Streisinger Room"
"05-Aug-2024 23.02","28882","13-Jun-2024","syt11a_51; syt11b_80","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_C2 IN Streisinger Room"
"05-Aug-2024 23.02","28882","13-Jun-2024","syt11a_51; syt11b_80","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_C3 IN Streisinger Room"
"05-Aug-2024 23.02","28882","13-Jun-2024","syt11a_51; syt11b_80","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_C4 IN Streisinger Room"
"05-Aug-2024 23.02","28882","13-Jun-2024","syt11a_51; syt11b_80","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_C5 IN Streisinger Room"
"05-Aug-2024 23.02","28882","13-Jun-2024","syt11a_51; syt11b_80","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_C6 IN Streisinger Room"
"05-Aug-2024 23.02","28882","13-Jun-2024","syt11a_51; syt11b_80","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_C7 IN Streisinger Room"
"05-Aug-2024 23.02","28882","13-Jun-2024","syt11a_51; syt11b_80","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_C8 IN Streisinger Room"
"05-Aug-2024 23.02","28882","13-Jun-2024","syt11a_51; syt11b_80","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_C9 IN Streisinger Room"
"05-Aug-2024 23.02","28882","13-Jun-2024","syt11a_51; syt11b_80","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_C10 IN Streisinger Room"
"05-Aug-2024 23.02","28882","13-Jun-2024","syt11a_51; syt11b_80","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_D9 IN Streisinger Room"
"05-Aug-2024 23.02","28882","13-Jun-2024","syt11a_51; syt11b_80","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_D10 IN Streisinger Room"
"05-Aug-2024 23.05","28939","21-Jun-2024","stl236 - plecb ; stl261 - pleca","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_D3 IN Streisinger Room"
"05-Aug-2024 23.05","28939","21-Jun-2024","stl236 - plecb ; stl261 - pleca","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_D4 IN Streisinger Room"
"05-Aug-2024 23.05","28939","21-Jun-2024","stl236 - plecb ; stl261 - pleca","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_D5 IN Streisinger Room"
"05-Aug-2024 23.05","28939","21-Jun-2024","stl236 - plecb ; stl261 - pleca","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_D6 IN Streisinger Room"
"05-Aug-2024 23.05","28939","21-Jun-2024","stl236 - plecb ; stl261 - pleca","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_D7 IN Streisinger Room"
"05-Aug-2024 23.05","28939","21-Jun-2024","stl236 - plecb ; stl261 - pleca","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_D8 IN Streisinger Room"
"05-Aug-2024 23.05","28939","21-Jun-2024","stl236 - plecb ; stl261 - pleca","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_E1 IN Streisinger Room"
"05-Aug-2024 23.05","28939","21-Jun-2024","stl236 - plecb ; stl261 - pleca","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_E2 IN Streisinger Room"
"05-Aug-2024 23.05","28939","21-Jun-2024","stl236 - plecb ; stl261 - pleca","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_E3 IN Streisinger Room"
"05-Aug-2024 23.05","28939","21-Jun-2024","stl236 - plecb ; stl261 - pleca","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_E4 IN Streisinger Room"
"05-Aug-2024 23.05","28939","21-Jun-2024","stl236 - plecb ; stl261 - pleca","+/+ or +/- or -/- ; +/+ or +/- or -/-","VMS/MHM",40," TRANSFERRED STOCK FROM Johnson Nursery TO D3_E5 IN Streisinger Room"
